id_client;service_sauvegarde;service_antivirus;service_assurance;service_streaming_film;service_streaming_tv;service_support
UVGOX69973;1;1;1;1;1;1
EAFCZ58583;0;0;0;0;0;0
EKAPL35831;0;0;0;1;0;0
BQULA16859;1;0;1;0;1;0
WDIOK33293;1;0;0;1;1;0
YWVYA21229;0;1;0;0;0;0
CPCBC93065;0;0;0;0;0;0
SKGRX89759;1;1;1;1;1;1
QOJRX28942;0;0;0;0;1;0
XRIKE81891;0;0;0;1;1;0
ZTEOB02531;1;0;0;1;1;1
NRXKX46291;0;0;0;0;0;0
YDIXR82685;1;1;1;0;0;0
TTNYJ15694;1;0;0;0;0;0
KPJIP40907;0;0;0;0;0;0
IRCFR53122;1;0;1;1;0;0
VTYID92245;1;1;1;1;1;1
ENZGF37968;1;0;0;1;0;1
VHUBQ17328;0;0;0;0;0;0
APGRB01646;1;1;1;1;1;1
LUTYD99874;0;1;0;0;0;1
XJQFU50676;1;0;1;1;1;1
FMOKZ26569;0;0;0;0;0;0
POCUI65682;0;0;0;1;1;1
WMRBW74459;1;0;1;0;1;1
XADXF22094;0;0;0;0;0;0
EWWZL25237;1;0;0;0;0;0
SALNE22949;1;0;1;0;0;1
NGXBJ24609;0;0;0;0;0;0
JSSWH42388;0;0;1;1;1;0
GIGGQ63521;1;1;1;1;1;1
KHNJP55246;0;1;1;1;1;0
FHJBZ91277;1;1;1;1;1;1
XFJMR13607;1;0;1;1;1;1
EVZMJ45654;1;1;0;0;0;1
IGKFF00118;1;0;1;1;1;0
VCQOH79899;0;1;1;1;1;1
CJKPV03786;1;1;1;1;1;1
BOHSE89993;0;0;0;1;1;0
NHFRF55334;1;0;0;1;0;1
CFOSN66279;1;1;1;1;0;0
RQDAY16417;1;0;0;1;1;0
IHLOO11422;0;0;0;1;1;0
VUVJN29315;1;1;1;0;0;1
FRYVH11166;1;1;0;0;0;1
HJRLT80518;0;0;0;0;0;0
SGXHH20377;1;0;1;0;1;0
OYWBN75763;0;0;0;0;0;0
DHUTR26754;1;0;0;1;1;0
DZKRF68449;0;0;0;0;0;1
LDTTC08678;0;0;1;1;1;1
EFAEP00197;1;1;1;0;1;0
VRRTK66896;1;1;1;1;1;0
IHLEI53115;1;1;0;0;1;1
HWIML29903;0;0;0;1;1;0
HBPBS71342;1;0;1;1;1;1
JSNFM95652;0;0;0;0;0;0
JEWRQ39469;0;0;0;1;1;0
RXDGG77186;0;0;0;0;0;0
CEBID56095;1;0;1;1;0;0
VCCPB79161;1;0;0;0;0;0
GIRWB64579;0;0;0;0;0;0
ZGQGL63664;0;0;0;0;0;0
BNRLG07275;1;0;1;0;1;1
FECYY61726;0;0;0;0;1;0
UGLLK59444;0;0;1;1;1;1
XWFZQ39829;0;0;0;0;0;0
XCSLJ43167;0;1;0;0;0;0
IKDZA90509;0;0;0;0;1;0
DKUCO67284;1;1;0;1;1;0
JQYUN89927;0;0;1;1;1;0
RZJYU35407;0;1;0;0;1;0
NTDOH54816;0;1;1;1;1;0
FEGMU08978;0;0;1;1;1;0
FMFXO25309;0;0;1;1;1;1
WYNSR84676;0;1;0;0;0;1
LNFVV49764;1;0;1;0;0;0
KWMXE43073;1;0;0;0;0;1
GRUIK17699;0;0;0;0;0;0
VCPFK45019;0;0;1;0;0;1
IFSDP50894;1;1;1;1;1;0
BIHHD95267;0;1;0;0;0;0
RNGBH51745;1;0;0;0;1;1
XRIEN36965;0;1;1;1;1;1
NRBTZ61745;0;1;0;0;0;0
BUETV86609;0;0;0;0;0;0
OQSPS15964;1;0;0;0;0;0
AYBAA71479;0;0;0;0;0;0
FVPTA01564;0;1;0;0;0;1
XAIXZ59394;0;0;1;0;0;0
TVGUR07098;0;0;0;0;0;0
GEFRM46863;1;0;1;1;0;1
ZLLIG18452;1;0;0;0;0;0
NYMVI83507;1;0;1;0;0;1
GZLDO50288;0;0;0;0;0;0
SNVCK11259;0;0;0;0;0;0
VENRZ73198;0;0;1;0;1;1
HDOEW31659;0;0;0;0;0;0
WGNGG10952;1;0;0;1;1;0
UWKHF69599;0;0;0;0;0;0
EXYQL00937;0;0;0;1;1;0
CLBZW85654;0;0;1;0;1;0
SZQAS89675;1;0;0;0;0;0
CRUVC77894;1;1;1;0;0;1
XWXCE01341;0;0;1;1;1;1
KICAO78013;0;0;0;0;0;0
USHJS76036;0;0;0;0;0;0
ZTWSM96595;1;0;1;1;1;1
VPNET76212;0;0;1;0;0;1
FEKLD17324;1;0;1;0;1;0
YJBCS11228;1;1;0;0;0;0
FLDFB67112;0;0;0;0;0;0
WKZGT96854;0;0;0;0;0;0
JEFDW49055;0;0;1;0;1;0
CWYHH85978;0;0;0;1;1;0
QQJYD36588;1;1;0;1;1;0
DXNEG21805;0;0;1;1;1;0
QMDDL54389;1;0;0;1;0;0
RYCRE43938;1;1;1;1;1;0
MBHEV70727;0;0;1;0;0;0
ICXCT96758;0;1;1;1;1;1
NENYN66802;1;0;1;1;1;0
CYIDZ64589;1;1;0;0;0;0
WACZW11427;0;0;0;0;0;1
VKTGC33017;1;1;0;0;0;0
IRFIH52445;0;0;0;1;1;0
DHSMV47182;0;0;0;0;1;0
FZYSA18913;1;0;0;0;1;0
LBJQJ14691;1;0;1;1;1;0
BNPJY41151;0;0;1;1;1;1
LCIMN46089;0;0;0;0;0;0
ITGIC54562;1;1;1;1;1;1
TGTKO17678;0;0;0;0;0;0
WINES23253;1;0;1;1;1;0
OUQEC09403;1;0;0;0;0;0
KCJLT23482;1;1;1;0;0;0
CVKMU04615;1;0;1;0;0;1
VFYVK12157;0;1;1;1;0;1
IPYLT40725;0;1;0;0;0;0
ITPWD61734;1;0;1;0;0;0
KBFIT73891;1;0;0;0;0;0
WZLNC73305;1;0;0;0;1;0
MOJJJ90551;0;1;0;0;1;1
UJOEL99926;1;0;0;0;0;0
WFQWU26195;0;0;0;0;0;0
FLGGQ78511;1;0;0;1;0;1
JZFVG71394;1;1;1;0;0;0
PZOBW37715;0;0;1;0;1;0
ZEECP37338;0;0;0;0;0;1
ZHGPK49062;1;0;0;0;1;1
DKZTW74399;0;0;0;0;1;0
VVKWT78262;0;0;1;1;1;0
TJVOA16583;0;1;0;0;0;0
LYPMQ24398;1;0;1;1;1;0
LDUXP75963;0;1;0;0;1;0
QCSSM45246;1;1;0;1;0;0
VGHTO78168;1;0;1;0;0;1
IGHWF30924;1;0;1;0;0;0
QVXLR66463;1;0;1;1;1;0
KGVOX90747;0;1;0;0;1;0
XGYAZ53604;1;1;1;1;1;1
WYROK03549;0;0;1;1;1;1
OGKQZ97786;1;1;1;1;1;1
JPIAM41394;0;1;0;1;0;1
IYOIJ38822;1;1;1;1;1;1
OYPDY77609;0;0;0;0;1;0
WBJYI77866;1;0;0;0;0;0
HLENU41023;1;1;1;0;0;0
UPSKJ77182;1;1;0;1;1;1
PFEUZ41109;0;0;0;0;0;0
ZTDHO30276;0;0;0;1;1;0
QTJNO48332;1;1;0;0;0;0
YEAYS01413;1;0;1;0;0;0
WMWVG98223;1;1;1;0;1;1
YUNGG36126;1;0;1;1;1;1
TOALD76655;0;0;0;0;0;0
XWQHA50272;0;0;0;0;0;0
JUBUO94432;1;1;1;1;1;1
ZUSFD23255;0;1;0;1;1;0
PBDIN69535;1;0;1;0;1;1
ZVOUO32475;0;0;0;1;0;0
CZTTH66294;0;0;0;1;0;0
LVPNX21764;1;1;1;1;1;1
SQFSW95051;1;0;0;1;0;0
DKUQH79783;0;0;1;0;0;0
BPOMJ38074;0;1;0;1;1;0
UOTYM19607;1;1;1;1;1;0
ARGQJ95603;0;0;0;0;1;0
DMSFH52946;0;0;0;1;1;0
ITVKB24859;0;0;0;1;0;0
HYCDE79676;0;0;0;0;0;0
DQWAQ21351;1;0;0;0;1;0
UGGSO60228;1;0;0;0;0;0
HLVXI79719;0;0;0;1;0;0
XSNYE70212;0;1;1;1;0;1
PHGZF19867;1;1;0;0;0;0
MUEYH51183;1;0;0;1;1;1
NFECX38415;1;1;1;0;0;1
JCHRQ34946;0;0;0;0;0;0
VHLUL54404;1;0;0;1;1;1
ATFGB06164;0;0;0;0;0;0
FBDFF26078;0;0;0;0;0;1
LNXKW37173;0;1;0;0;1;0
MLBUN79543;0;0;1;1;1;1
JPPHA66465;1;1;0;0;0;0
SMEOE00135;1;1;1;1;1;1
TNQGW98785;0;0;0;1;0;0
IQHWP97771;0;1;1;1;0;0
BFQHT05706;1;0;1;0;0;0
MVEHD52859;1;1;1;1;1;0
FPDLG90937;1;0;1;1;0;1
AHJXR25223;0;1;1;1;1;1
WSLOY93738;1;0;1;0;1;1
UZDLF61563;0;1;1;0;0;1
TOVMS03788;0;0;0;1;0;1
QBZFP24366;1;0;0;0;1;0
XRIUO34024;1;1;0;0;0;1
BSTRX49297;0;0;0;0;1;0
INHLN02851;1;1;0;0;0;0
EQDRN45017;0;0;0;0;0;0
CNPZE03371;1;0;1;1;1;0
QAGFO22721;0;0;0;0;0;0
QPKTE50272;0;0;0;0;0;0
BHIXO54238;1;0;0;0;0;0
CECEE13382;1;0;1;0;1;0
GAXQD27181;0;0;0;0;0;0
JORSO33364;1;0;1;1;1;1
WUYWF54852;0;1;1;0;1;0
WOZGU88687;1;0;1;1;1;0
ZGQDF72466;0;1;0;0;0;1
ZUIYL45126;0;0;0;0;0;0
LTMKD83613;0;0;0;0;0;0
NQBPF26974;1;0;0;1;1;1
HXFNF68729;0;0;1;0;0;1
PQGDQ23305;1;0;0;0;0;1
AANRQ29996;1;1;0;0;1;1
EFNBM51984;1;0;1;0;1;0
UPYBR81851;0;0;0;0;0;0
INQIK57805;0;0;0;0;0;1
YBNAK67913;0;0;0;0;0;0
FLJJF59311;0;0;0;0;0;0
FOYAS61315;0;1;1;0;0;0
TBABQ59855;0;1;0;1;1;0
IKFSE49987;0;0;1;1;1;0
FEXWF09806;0;0;1;0;0;0
SLNIL60758;1;0;1;1;0;0
BUYWN72798;1;1;1;1;1;0
IIWKZ53379;0;0;1;0;1;1
JISKB36055;1;1;0;0;0;0
WTPYD22678;1;0;1;1;0;0
UCJHZ67973;1;0;1;1;1;0
GFZOR27164;1;1;1;0;0;0
HJZSM53931;1;1;1;1;0;1
PSXHK70139;0;0;1;1;1;1
UXESG53125;0;0;1;1;1;0
EGCBI67418;0;1;0;1;0;0
IEUXJ62042;0;0;1;0;0;1
BRMMA63532;1;1;0;1;1;0
JMOGN23444;1;0;1;0;1;1
MPJQO20779;0;0;0;0;0;0
TTVAX80913;0;0;1;1;1;0
RBKER69005;0;0;1;1;0;0
QBEHW83198;1;0;0;0;1;0
XZZQI52068;1;0;0;0;0;1
OFXHY95298;0;1;0;0;1;0
AHJKS43244;0;1;1;0;0;0
TSRRM21333;1;1;1;1;1;0
ZMYOQ28094;0;0;1;1;1;0
RMHCI40324;0;1;1;0;0;0
WQJUX84099;0;0;1;1;1;1
YHDOE15365;0;1;0;0;0;1
BJXIK29872;1;1;1;1;1;0
JQAIK82635;0;0;0;0;0;0
SRFEG34527;0;0;0;0;0;0
BEHZK59851;1;0;1;1;1;0
JCRGJ49935;0;0;1;0;0;1
YYTYI65219;0;0;0;1;1;0
DWPZT61589;0;0;0;0;0;0
MRGLV23053;0;0;0;0;0;1
KVJFF21548;1;0;0;0;0;0
YSEZE20384;1;1;0;0;0;1
HKBQX18776;0;1;0;0;0;1
JJMYL15448;0;1;1;0;1;1
SXDAG55832;0;0;0;0;0;0
JCOMS86466;1;0;1;0;0;1
QBXKL60488;1;0;0;0;0;0
SGYTS62426;1;1;0;0;1;0
OZDTJ46262;1;0;0;1;1;1
CSNBY40241;1;1;1;0;0;1
LUEIZ41128;0;0;0;1;1;0
DFGTK62525;0;1;1;0;0;1
QVIJA44229;0;0;0;0;0;0
CLTIC77663;0;0;0;1;0;1
TPNFG42912;1;1;1;1;0;1
AXVYP48036;0;0;0;1;1;1
CGILN87842;0;0;0;1;1;1
HEPMB91507;0;1;1;0;0;0
KLJYJ85705;0;1;0;0;0;0
FOWNV90548;0;0;1;0;1;0
HUWBM09605;0;0;1;1;1;1
YWTYF11346;1;0;0;0;0;1
WQZWT30029;0;0;0;0;0;0
EMUBI26603;0;0;0;1;1;0
GCDPI27868;0;0;1;1;1;1
FDRHP39145;0;0;0;0;1;1
ODSGN76195;0;1;0;0;0;0
WVTQJ20437;0;1;1;0;0;0
RVBPI03849;0;1;1;1;0;0
XSZPU03789;1;1;1;0;0;0
OCWHC73221;1;1;1;0;0;1
IJJEG87355;0;0;1;0;0;0
XGRVL80504;0;1;1;0;0;0
WHAFZ48468;0;0;0;0;0;0
CQGPN69071;1;0;0;0;0;1
WUXGY86312;1;0;1;1;1;0
HKQFK72186;0;0;0;1;1;1
ATMLK62127;0;0;0;1;1;0
AZYZY86257;1;0;1;1;1;0
BTPUX77404;1;0;1;1;1;1
LIHMK88691;1;1;1;1;1;1
UKAAQ49512;1;0;0;1;0;0
JDRDS66249;0;1;0;0;0;0
OJYKK92487;0;0;0;0;0;0
RBGPE05138;0;1;1;0;0;1
LOPVR13012;1;1;1;1;0;1
NITWS74792;0;0;1;0;1;0
UUMZW33126;1;0;0;1;1;0
FUALY00608;1;1;0;0;1;0
JUUBZ29858;0;0;1;1;1;0
ETTFF50167;0;0;1;0;0;0
TIBLE19255;0;0;0;0;1;0
QRJSX48172;1;0;0;0;0;0
GNVPL72992;1;1;0;0;0;1
TSONX09456;1;1;0;1;1;1
RKMZJ68593;0;0;0;0;1;0
JPDFU41779;1;0;0;0;0;1
BBGHE44594;0;0;0;1;1;0
SGOAK51968;1;0;0;0;0;0
CSITQ01037;1;0;1;1;1;1
PQBBZ72069;0;0;0;0;0;0
BHKFN26082;0;0;0;0;0;0
IJUDE48601;0;1;0;0;0;0
DHBBB38133;1;1;0;1;0;1
OAUPW86724;0;0;0;0;0;1
KCLHR95646;0;0;0;0;0;1
IOOPU86594;0;1;1;1;0;1
ZWLGF33128;0;0;0;0;0;1
ZNYVZ82671;0;1;1;1;1;1
SQECB03055;0;1;0;0;0;1
WBJNK70189;0;0;0;0;1;0
ZLUPA74219;1;0;0;0;0;0
SSHFK69821;0;0;0;0;0;0
ZVQPT90316;1;0;1;1;1;1
SZBHO01783;1;0;0;0;1;0
GQEAL33707;0;0;0;0;1;0
WKTTW35844;0;1;1;1;1;1
ZGQIJ08488;1;0;0;1;1;0
RFVHN61162;0;0;1;1;1;0
PRWKT52298;0;0;0;1;0;0
ODIYG39153;1;1;0;1;0;0
XRFQB59142;1;1;1;1;1;1
YBAXE92279;1;1;0;1;1;1
NQLDI33514;0;1;0;1;0;1
LAZFO78388;1;1;1;1;1;0
ZQZNK71312;0;1;1;1;1;1
OAOVB98227;0;0;0;1;0;0
DNZCE56147;1;1;1;0;0;1
RQCHR79434;0;0;0;1;1;0
EFJQB98407;1;0;0;0;0;0
XPMCQ29625;0;0;0;0;0;0
IHMFT29829;0;0;0;0;0;0
SSVSN30698;0;0;0;0;0;0
SSGAA29687;0;0;1;1;1;0
TSCIC34176;0;0;0;0;0;0
BRKGK53202;0;1;1;0;1;1
IIXLY56856;1;0;0;1;0;0
AKMAS31744;1;0;0;0;1;1
NHRJK22072;1;0;0;0;0;0
GDISB06238;0;1;0;0;0;0
WELNY75707;1;1;0;0;0;0
OOYZZ69549;0;0;0;0;0;0
JDSSB64966;0;0;0;0;1;0
TCHJW28651;0;0;1;0;1;0
VJLCL46715;1;1;1;0;1;1
VZCZG45258;1;1;0;1;1;1
ESJEP05369;1;1;0;1;1;0
THENM02706;1;1;1;0;0;1
NTNCO16368;1;0;0;1;1;0
UDMZR12276;1;1;1;1;1;1
PLFUZ90005;1;0;0;1;1;0
IEJWJ63199;0;0;0;1;1;0
WSNPU91125;0;0;0;0;0;0
NNSPB30978;1;0;0;0;0;0
ARAAQ18536;0;0;1;1;1;0
UWIHT45594;1;0;1;0;0;0
IJOQT52404;0;0;0;0;0;0
ZWTZI42565;0;0;0;0;0;1
RLHVP06787;1;0;1;1;1;0
CJEYV69884;1;0;0;1;1;0
VAVCL37031;0;0;1;1;0;1
CKVKH37506;0;0;0;0;0;0
ELEYH64249;0;0;0;0;0;0
GYCZP46262;0;0;0;1;1;0
CZABP25996;0;0;0;0;0;0
OTDSO77805;0;1;0;1;1;0
KVDQT50224;0;0;1;0;0;0
CTLKO82322;0;1;0;0;1;0
HHMZC51294;1;1;0;1;1;1
YGFJV69931;1;1;1;1;1;1
KMTWZ31449;1;0;1;1;0;0
VYLSX53714;1;1;0;0;0;0
RLLRH73367;0;1;0;1;1;1
LZDRV47137;0;0;0;1;0;0
NGCUN12136;0;0;0;0;0;1
WXCEF45233;1;0;0;1;1;0
PMBSQ57475;1;0;1;0;1;1
RQSNY40219;0;0;1;1;1;0
NSEDU40941;0;0;0;1;1;0
AEVKX63411;0;1;1;1;1;1
UGRDO01062;1;1;1;1;1;1
VPZBD40304;0;0;0;0;0;1
ULWFW31066;0;0;0;1;0;0
TDCRN10789;1;0;0;0;0;0
PTSXY73593;0;0;0;0;0;0
MURBD43154;0;1;0;1;1;1
PNRQB43607;0;0;0;0;0;0
SFJVH63447;0;0;0;0;0;0
EDSSA78548;1;1;0;0;0;0
DMJHQ18091;0;0;0;0;0;0
WTUUY90912;0;1;1;0;1;1
PDZLR65599;0;0;1;1;1;1
SGQXL90908;1;0;1;1;1;0
TWKFS25199;0;0;0;0;0;1
QZXTF46463;0;1;1;1;1;1
LKKQQ10271;0;1;1;1;1;1
HVAIF11942;0;0;0;1;1;0
FJTBX97118;1;0;1;0;0;1
QGOYB65917;1;1;1;0;1;1
ECHUI59098;0;0;0;1;0;0
IFQTT59245;1;0;1;0;1;1
LCSMG09275;0;0;1;0;0;0
MFKAX86289;1;1;1;1;1;1
OUHIO79386;0;0;1;1;1;1
DYNOE74707;0;0;1;1;0;0
HSJQD22409;1;0;0;0;0;0
MIAHT26745;1;0;0;0;0;0
FESFV83902;1;0;1;1;1;1
QCKXA22732;0;0;0;0;0;1
OXEXL02394;1;1;0;0;0;0
MAUWC02283;0;0;1;0;0;1
EONCV92976;1;1;1;1;1;1
IDSEY55691;1;0;1;1;1;0
XIIIT34733;1;0;0;1;1;0
YQLLO64255;0;0;1;1;1;1
OIFMO00948;1;0;0;1;1;0
PAHHL72337;0;1;1;1;1;1
TWWJU52133;0;0;1;1;0;1
KTZEL37514;0;0;0;1;0;0
YCPUO38315;1;1;1;1;1;1
CAZNM20806;1;0;1;1;1;0
YPMCW05156;0;0;0;0;0;0
PRJHP19898;0;0;0;0;0;0
ESWKO21442;0;1;1;0;0;0
ANMVE93083;1;1;0;0;0;0
QSQBX88851;0;1;0;0;0;0
PHLYD94746;0;0;1;1;0;0
HUUJM10773;0;0;0;0;0;0
TYDAY35034;1;0;0;0;0;0
BPJSO26838;1;1;0;0;0;0
VWQJH22298;0;0;1;0;0;0
CDGWY52943;1;1;1;1;1;0
EWARA77815;1;0;1;1;1;1
VVORZ35661;0;0;0;0;0;0
JMEQO80584;0;0;0;1;0;0
EKRGF99388;1;1;1;1;1;1
YJHSN76638;1;1;1;0;1;1
VDHOM62351;1;0;0;0;0;0
UYIVZ79941;0;0;0;1;0;0
OAWRH67129;0;0;0;1;1;0
DDHJK20773;1;1;1;0;0;1
PGMQJ34889;1;0;0;0;0;0
KMEEH09521;0;1;0;1;1;0
LZNWR75943;0;0;0;0;0;0
MURVM07696;1;1;1;1;1;1
HRADD87062;0;1;0;0;1;1
ZLIWT28738;0;0;1;0;0;1
EUMTE82083;1;1;1;0;1;1
FHBZC69334;1;0;1;0;0;0
RTPWK55365;1;0;0;1;1;0
XSDCW54428;0;0;0;0;1;0
FTRTS57666;1;1;1;1;1;1
YACBP69174;1;1;1;0;0;0
SZMCV64612;1;1;1;1;1;1
NNTRC89155;1;1;0;1;1;1
YNLEU48084;0;1;0;0;1;0
OIRTO33248;1;1;1;1;1;0
KQJLK65834;1;0;0;1;1;0
HAYWX69854;1;0;0;0;0;0
TJFAN41841;0;1;0;0;1;1
PIMHX40394;1;0;0;0;0;0
YIJGF00647;0;0;0;0;0;0
WQFUK17631;0;0;0;0;0;1
BKOSX10947;1;0;1;1;0;1
IIVVL53708;1;0;0;1;1;1
PBLJN14884;1;1;1;1;1;1
UXRMT05164;1;1;1;0;0;0
TMWYB85108;1;0;1;0;0;0
QIQRV69678;0;1;0;1;1;1
ZAIFU17687;0;0;0;0;0;0
KXKFK03368;0;1;1;1;1;1
POTJR80803;0;1;1;1;1;0
BCXEC21909;0;0;0;0;0;1
GNHWH62535;1;1;1;0;0;1
TRQYE20115;1;0;1;0;0;0
GQWPO49872;0;0;0;0;0;0
AJYUA24994;1;0;1;1;1;1
XUAHX88799;1;1;1;1;1;1
IJPDU26044;1;1;0;0;1;1
QMLLA43203;0;0;0;0;1;0
IMCGG56093;0;1;1;0;0;0
XNIKG87394;0;0;0;0;1;0
VCAEX68101;1;1;0;0;0;1
LWTFD90793;1;1;0;0;1;1
EZKBY99213;0;1;1;1;0;0
SXOUN01308;1;0;0;1;0;0
IXSTS87809;1;0;0;0;1;0
KLTEK23594;0;0;1;1;1;0
SOZGA10917;0;0;1;1;1;0
AMQRX21559;0;0;0;0;0;1
IEAXF37047;1;0;0;1;1;1
XSBAT73126;0;1;0;0;0;0
YLMVT40103;1;1;0;1;1;0
ANOEI59158;1;1;1;0;1;1
LZBMD86792;0;0;0;1;1;0
HWUHI23722;0;0;0;0;0;0
WPHPM71626;1;1;1;0;0;1
KNBHV88224;1;1;1;1;1;0
LVCRK03157;0;0;1;1;0;0
QMNTJ82631;1;1;1;1;1;1
SXDJP05267;1;1;1;0;0;0
USSQZ52018;0;0;0;1;0;1
POCZS41323;0;1;0;1;0;0
VYTKW54475;0;1;0;0;0;1
WPXQM59605;0;0;0;0;1;0
UWHIS28262;1;0;0;0;0;0
XFOIL72516;0;0;1;1;0;0
JHPMP69235;0;1;1;0;0;0
ORVIZ13738;0;0;0;1;0;1
OCUFY82203;0;1;1;0;0;1
HGMJH94889;0;0;0;0;0;0
BEGGB24466;1;0;0;1;1;0
RFZRP57814;1;1;0;0;1;1
KYVNF09738;1;1;1;0;1;0
RLMVT37401;1;1;0;0;0;1
LXSDN58375;1;0;0;0;1;0
SOLAY30496;0;0;0;1;1;0
RBTSB89149;1;0;1;0;1;0
LFCZZ19255;0;0;1;1;1;0
JUXUI83729;0;0;0;0;0;0
VEOYC33207;0;0;0;1;1;0
ADRUX10961;0;0;0;0;0;0
MEISB56683;1;1;1;0;1;1
JZAZL48017;0;1;0;0;0;0
KRMAW65783;1;1;1;1;0;0
ADFVN88846;0;0;1;1;1;0
VLYFX69333;0;1;1;1;1;1
XJGDM48251;1;1;1;0;0;1
XWOQN18462;0;0;0;0;0;0
UZWLX80893;0;0;1;1;1;0
AHUHD59409;0;0;0;0;0;0
CAJZV04329;0;0;0;1;1;0
ZPQRG32493;1;0;0;0;0;0
WEXXK67262;0;1;1;0;0;0
AFWNC29845;1;0;0;1;1;0
WHBIQ02386;1;1;1;1;1;1
LBMUW24058;1;1;0;1;0;1
LXKDT51531;1;1;1;1;1;0
WKXRZ66801;0;0;0;0;0;0
RKMOW31743;1;0;1;1;1;1
YFWLT14152;0;0;0;1;1;0
FKVXZ75991;0;0;1;1;1;1
FPTAH56926;0;0;0;0;0;0
INWCK00207;1;0;1;1;0;0
HTYWR35574;1;1;0;1;0;1
NZZIJ69071;1;0;0;1;1;0
ISRNH22523;0;0;1;0;1;0
SUMCB04819;0;0;1;1;1;0
HOBAX47378;0;0;1;1;1;1
YVMFA37809;0;0;0;1;1;1
NMQTX89081;1;1;1;1;1;1
BJZHG29551;0;0;0;0;1;0
CLUJA97762;0;1;0;0;0;0
VWCCY64353;1;1;0;0;1;0
GVNHT13209;1;1;1;1;1;0
PMFUT52753;1;1;1;1;1;1
QRAJY29884;1;1;1;1;1;0
CGTOD72743;1;1;1;0;0;1
ZXKVS04421;1;1;1;1;1;1
LGEUL90695;0;1;0;1;0;0
QMNRR60752;0;1;0;0;0;0
HFAZW50911;1;1;0;0;1;0
BVCJH73656;0;0;0;0;0;0
MDZFX44502;0;0;0;0;0;0
GHBPI73841;0;0;0;1;0;0
BZIUW03929;0;1;1;1;1;0
NRPAP39165;0;0;1;1;0;0
BCQGE28429;0;0;0;0;0;0
MJPDY71344;0;0;1;1;1;1
FDVVT05204;1;0;1;1;1;0
YDGFJ06553;0;0;1;0;0;0
GWVPJ83294;0;0;0;0;0;0
VXNZD88166;0;0;0;0;0;0
LMRSF08952;0;0;0;1;1;0
LZQOH92832;0;0;0;0;0;0
WJVCQ95775;0;1;0;0;0;0
BLBUC46826;1;0;1;0;1;1
GHVRI98122;0;0;0;1;0;0
HSUSE08172;0;0;1;1;1;1
ZADCK45986;1;1;1;0;1;1
ROJOC78836;0;0;0;0;0;0
NNPNO61453;0;0;0;0;0;0
QLWTP97384;0;0;1;0;0;1
QDGTH91547;0;0;1;1;1;1
FRQOC94309;0;0;1;0;0;1
WNZEM79985;1;1;1;1;0;1
ZRVAX21959;0;0;1;1;0;0
UJOJR97221;0;0;0;0;0;0
UAXBZ82247;1;1;0;0;1;0
VGMMV86142;0;0;0;0;0;0
GGUAZ29047;1;1;0;0;0;0
JNZZG63975;1;0;1;1;1;0
XLKNJ45982;1;0;1;1;1;0
FJFCC16359;0;0;0;0;0;0
SWWKL17949;0;0;1;0;0;1
SAYYN40789;0;0;1;1;1;0
FBAWU70887;1;1;0;1;1;0
DSMNQ52683;1;0;1;0;1;0
JZPZT16666;0;0;0;0;0;0
PHULV09794;0;0;1;1;1;0
VRBMR48325;1;0;1;1;1;0
CVCET38594;0;0;0;0;0;0
LDIWQ20406;1;0;1;1;1;1
APPBJ35114;0;1;1;1;1;0
QBWSJ38653;0;1;0;0;0;0
GQVCR50196;0;0;0;0;1;0
QUSFT48371;1;1;0;0;1;1
QOFDP09161;0;0;0;1;1;0
EWIEB63311;0;0;0;0;1;0
OABFK51816;1;1;1;0;0;0
HHQPF67439;0;0;0;0;0;0
UBDAR13918;0;0;1;0;0;0
OXENN73143;1;0;0;0;0;0
XZMAZ34283;0;0;0;0;0;0
QAJDW12301;0;0;0;0;1;1
GSTLM52984;0;1;0;1;1;0
DRSQT42741;1;0;0;0;1;0
CBZOP94737;0;1;1;0;0;0
LXORM67056;0;0;0;0;0;0
OCLGR27789;0;1;0;1;0;0
CVLHP59065;1;0;0;0;0;1
NICCO61379;1;0;1;0;1;0
JLBUG83484;0;1;1;0;0;0
WNXSB19302;1;0;0;1;1;0
VVHHE60158;0;0;0;0;1;0
ZYDST78698;0;0;0;0;1;0
YAPAF09398;0;0;1;1;1;0
YQHXC66926;0;0;0;0;0;0
XXGNS89993;1;0;1;1;1;0
FTQGN11502;1;1;0;0;1;0
FJVYR56845;1;1;0;0;0;1
OQZDQ61085;1;0;0;1;1;0
TROQR07227;0;0;0;0;0;0
DSHIH25042;0;0;0;1;0;0
LSCKB62298;0;0;0;0;1;0
BSVIN91693;0;0;1;1;1;0
YLZJG13191;1;1;1;0;0;0
CNQRM06281;0;1;1;0;1;1
SNHFZ24528;0;1;0;0;0;0
QRCBC70793;0;0;1;1;1;0
QLSIR08663;1;1;0;0;0;1
XWMSS06185;0;1;0;0;0;0
PIBKO29549;0;1;1;0;0;1
YOOHP44506;0;0;1;1;1;0
YMZNM12583;1;1;1;1;1;0
XRJRS80798;1;1;1;0;0;0
ABPKK34828;0;1;0;0;0;1
LLQFO76136;0;0;0;0;1;0
DCFDQ03905;0;0;0;0;0;0
PMGFL26403;0;0;0;0;0;1
BEPCI79213;1;1;0;0;0;0
LPVGL22055;1;1;0;0;0;1
VBYBZ38116;1;0;0;1;1;0
SXESE29791;0;1;1;0;1;0
ZVAPM92448;0;0;0;0;0;0
HPKQT35371;1;0;0;0;0;0
