id_client;mariee;retraite;a_charge;genre;facture_mensuelle;telephone;plusieurs_numeros;internet;total_factures;contrat;facture_par_mail;type_de_paiement;client_depuis_mois;sortie_client
BNPJY41151;1;0;1;0;75.550;1;0;1;2054.400;2;0;Mailed check;29;0
LCIMN46089;1;0;1;0;44.650;1;0;1;369.150;0;0;Bank transfer (automatic);8;0
ITGIC54562;1;1;0;0;64.450;0;2;1;4641.100;2;1;Credit card (automatic);72;0
TGTKO17678;1;0;1;1;45.450;1;0;1;411.750;0;1;Electronic check;8;0
WINES23253;0;0;0;1;104.050;1;1;2;3416.850;1;1;Credit card (automatic);32;0
GMVGI81291;1;0;1;1;20.050;1;0;0;1090.100;2;0;Mailed check;56;0
OUQEC09403;0;0;0;0;80.700;1;1;2;788.800;0;1;Bank transfer (automatic);10;1
KCJLT23482;1;0;0;1;61.500;1;0;1;2722.200;1;1;Mailed check;44;0
CVKMU04615;1;0;1;1;83.800;1;0;2;1900.250;0;0;Electronic check;23;1
VFYVK12157;0;0;0;1;48.250;0;2;1;202.250;0;0;Mailed check;4;0
IPYLT40725;1;0;1;1;51.050;1;0;1;1815.000;0;0;Credit card (automatic);36;0
ITPWD61734;1;0;0;0;83.350;1;1;2;4065.000;0;1;Bank transfer (automatic);47;1
KBFIT73891;1;0;1;1;30.250;0;2;1;63.750;0;1;Mailed check;2;0
EBJQB07318;1;0;1;1;20.400;1;0;0;1090.650;1;1;Electronic check;52;0
WZLNC73305;0;0;0;1;90.800;1;1;2;455.500;0;1;Electronic check;5;1
MOJJJ90551;1;0;1;1;65.800;1;0;1;4068.000;1;0;Mailed check;64;0
UJOEL99926;0;0;0;0;50.300;1;0;1;92.750;0;1;Mailed check;2;0
DMKAE83881;0;0;0;1;20.250;1;0;0;174.650;2;0;Mailed check;8;0
WFQWU26195;0;0;0;1;70.150;1;0;2;70.150;0;1;Mailed check;1;1
FLGGQ78511;0;0;0;0;44.650;0;2;1;44.650;0;1;Mailed check;1;1
JZFVG71394;1;0;1;0;60.500;1;0;1;3694.450;2;0;Bank transfer (automatic);60;0
PZOBW37715;0;0;0;0;90.700;1;1;2;1781.350;0;1;Credit card (automatic);20;0
ZEECP37338;1;0;1;0;51.100;1;0;1;1232.900;0;1;Electronic check;22;0
ZHGPK49062;1;0;1;0;70.700;1;1;1;3770.000;1;1;Electronic check;54;0
DKZTW74399;0;0;0;0;80.550;1;0;2;80.550;0;1;Electronic check;1;0
HODOV25921;0;0;0;0;19.300;1;0;0;259.650;1;0;Credit card (automatic);13;0
VVKWT78262;1;1;1;1;96.550;1;0;2;2263.450;2;1;Electronic check;24;0
TJVOA16583;0;1;0;1;74.100;1;0;2;450.900;0;1;Electronic check;6;0
LYPMQ24398;1;1;0;0;102.600;1;1;2;4009.200;0;1;Electronic check;38;0
LDUXP75963;0;0;0;1;85.150;1;0;2;979.050;1;1;Credit card (automatic);12;0
QCSSM45246;0;0;0;0;44.650;0;2;1;1156.550;0;1;Bank transfer (automatic);26;0
VGHTO78168;1;0;1;1;40.550;0;2;1;217.500;2;0;Mailed check;6;0
IGHWF30924;1;0;1;0;87.400;1;1;2;5918.800;1;0;Electronic check;67;1
QVXLR66463;1;1;0;0;103.750;1;1;2;6383.350;1;1;Electronic check;62;1
KGVOX90747;1;0;1;0;39.450;0;2;1;2021.350;0;1;Credit card (automatic);50;0
XGYAZ53604;1;0;1;0;65.650;0;2;1;4664.500;2;1;Bank transfer (automatic);72;0
WYROK03549;1;1;1;1;98.900;1;0;2;2911.300;0;1;Electronic check;31;1
OGKQZ97786;1;0;0;0;92.000;1;1;1;6782.150;2;1;Credit card (automatic);72;0
JPIAM41394;0;0;0;0;44.450;0;2;1;2181.550;0;1;Credit card (automatic);51;0
JEZTU37277;0;0;0;1;20.400;1;0;0;20.400;0;0;Mailed check;1;0
IYOIJ38822;1;0;1;1;115.250;1;1;2;6758.450;2;0;Credit card (automatic);60;0
UPJSI43355;0;0;1;1;19.750;1;0;0;498.100;2;0;Mailed check;24;0
OYPDY77609;0;0;0;1;80.650;1;0;2;144.150;0;1;Electronic check;2;1
WBJYI77866;0;0;0;1;77.950;1;1;2;305.550;0;0;Bank transfer (automatic);4;1
HLENU41023;1;0;0;1;65.650;1;1;1;4322.850;2;0;Mailed check;67;0
UPSKJ77182;1;0;0;1;106.400;1;0;2;7251.900;1;1;Credit card (automatic);69;0
PFEUZ41109;0;0;0;1;69.550;1;0;2;69.550;0;0;Mailed check;1;1
VHXQO37683;1;0;0;0;24.850;1;1;0;1583.500;2;0;Credit card (automatic);67;0
ZTDHO30276;0;0;0;0;89.900;1;0;2;89.900;0;1;Electronic check;1;1
QTJNO48332;1;1;0;0;83.850;1;1;2;5588.800;0;0;Bank transfer (automatic);67;0
YEAYS01413;0;1;0;1;86.450;1;1;2;2401.050;0;1;Bank transfer (automatic);27;0
WMWVG98223;0;0;0;1;106.500;1;1;2;4282.400;0;1;Electronic check;41;0
TOALD76655;0;0;0;1;69.600;1;0;2;69.600;0;1;Electronic check;1;1
XWQHA50272;0;0;0;0;44.750;1;0;1;270.950;0;0;Electronic check;6;1
JUBUO94432;1;0;1;0;65.250;0;2;1;4478.850;2;1;Credit card (automatic);72;0
ZUSFD23255;1;0;1;1;70.100;1;0;1;3913.300;1;1;Bank transfer (automatic);57;1
PBDIN69535;1;0;0;0;72.950;1;1;1;5265.550;2;0;Bank transfer (automatic);70;0
ZVOUO32475;1;1;0;0;85.550;1;1;2;851.750;0;0;Electronic check;10;1
CZTTH66294;0;0;0;0;55.700;1;0;1;55.700;0;1;Mailed check;1;1
LVPNX21764;0;1;0;1;89.850;1;1;1;6293.450;2;0;Mailed check;71;0
SQFSW95051;1;0;1;1;40.300;0;2;1;92.500;0;0;Mailed check;3;0
GUHPV17056;0;0;0;1;24.200;1;1;0;1618.200;2;0;Mailed check;63;0
DKUQH79783;1;0;0;1;74.600;1;0;2;1797.750;0;1;Electronic check;25;0
RGIRO76086;0;0;1;0;24.400;1;1;0;1413.000;2;1;Mailed check;62;0
BPOMJ38074;1;0;0;1;94.750;1;0;2;5276.100;1;1;Electronic check;55;0
UOTYM19607;1;0;1;0;79.200;1;0;1;4016.300;2;0;Electronic check;52;0
ARGQJ95603;0;0;1;1;81.000;1;0;2;1312.150;0;1;Electronic check;16;1
DMSFH52946;1;0;1;1;87.800;1;0;2;2621.750;0;1;Credit card (automatic);29;0
ITVKB24859;1;0;0;1;35.100;0;2;1;68.750;0;1;Electronic check;2;1
HYCDE79676;0;0;0;0;70.700;1;0;2;553.400;0;0;Bank transfer (automatic);8;0
DQWAQ21351;0;0;0;1;85.300;1;0;2;420.450;0;1;Mailed check;5;0
IZEPB53968;0;0;0;0;19.700;1;0;0;180.700;0;0;Credit card (automatic);9;0
UGGSO60228;0;1;0;1;74.400;1;0;2;2276.950;0;1;Electronic check;32;1
HLVXI79719;1;0;1;0;84.500;1;1;2;6130.850;2;1;Credit card (automatic);72;0
XSNYE70212;1;0;1;0;49.650;0;2;1;305.550;2;0;Credit card (automatic);7;0
PHGZF19867;0;1;0;0;58.400;1;1;1;964.900;0;1;Credit card (automatic);18;0
MUEYH51183;1;0;0;1;105.100;1;1;2;5083.550;0;1;Credit card (automatic);48;0
NFECX38415;1;1;0;1;96.350;1;1;2;6766.950;2;1;Credit card (automatic);71;0
JCHRQ34946;0;0;0;0;70.050;1;0;2;70.050;0;1;Electronic check;1;1
VHLUL54404;0;0;0;0;105.200;1;1;2;7386.050;1;1;Bank transfer (automatic);69;0
HMWUU31541;1;0;0;0;20.500;1;0;0;1198.800;2;1;Bank transfer (automatic);60;0
ATFGB06164;1;1;0;0;25.050;0;2;1;25.050;0;0;Electronic check;1;1
FBDFF26078;0;0;0;0;49.000;1;0;1;49.000;0;0;Credit card (automatic);1;0
LNXKW37173;1;0;0;0;91.700;1;1;2;3479.050;0;0;Bank transfer (automatic);38;0
EZFZY13367;0;0;0;1;20.050;1;0;0;83.300;0;0;Mailed check;4;0
MLBUN79543;0;0;0;0;99.450;1;0;2;3109.900;2;0;Bank transfer (automatic);31;0
JPPHA66465;0;1;0;1;78.850;1;0;2;1043.800;0;0;Electronic check;14;0
SMEOE00135;1;1;0;1;109.700;1;0;2;7904.250;2;1;Bank transfer (automatic);71;0
TNQGW98785;0;0;0;0;80.950;1;0;2;171.150;0;1;Electronic check;2;1
IQHWP97771;1;0;1;0;93.400;1;1;2;5822.300;2;0;Bank transfer (automatic);64;0
BFQHT05706;0;0;0;1;80.550;1;0;2;653.900;0;0;Electronic check;9;0
MVEHD52859;1;0;0;1;105.600;1;0;2;6068.650;1;1;Credit card (automatic);56;0
FPDLG90937;0;0;0;1;94.200;1;0;2;999.900;0;1;Electronic check;11;0
YXSMW28486;1;0;1;0;19.400;1;0;0;1363.250;2;0;Credit card (automatic);72;0
QXPXW09708;0;0;0;1;19.650;1;0;0;19.650;0;0;Mailed check;1;0
AHJXR25223;1;0;0;0;109.450;1;1;2;6572.850;0;1;Bank transfer (automatic);60;0
WSLOY93738;1;1;0;0;50.000;0;2;1;1750.850;0;1;Electronic check;33;0
BWBML42774;1;0;1;0;19.950;1;0;0;1322.850;2;0;Bank transfer (automatic);72;0
UZDLF61563;0;0;0;1;87.150;1;0;2;2274.100;1;1;Credit card (automatic);26;0
TOVMS03788;0;0;0;1;85.800;1;0;2;272.200;0;0;Electronic check;3;1
QBZFP24366;1;0;1;1;39.200;0;2;1;849.900;0;0;Electronic check;22;0
XRIUO34024;1;1;0;1;63.550;1;1;1;1381.800;0;1;Mailed check;22;0
BSTRX49297;0;0;0;1;53.550;1;0;1;53.550;0;1;Mailed check;1;1
INHLN02851;1;0;1;0;54.750;1;0;1;1510.300;0;1;Credit card (automatic);27;0
EQDRN45017;0;0;0;1;69.700;1;0;2;69.700;0;0;Bank transfer (automatic);1;1
CNPZE03371;0;0;0;1;106.300;1;1;2;4443.450;0;1;Electronic check;41;1
QAGFO22721;0;1;0;1;74.300;1;1;2;1096.250;0;1;Electronic check;14;1
QPKTE50272;1;0;0;0;69.350;1;0;2;451.100;0;1;Electronic check;7;1
BHIXO54238;0;0;0;1;54.200;1;1;1;1739.600;0;1;Electronic check;32;0
CECEE13382;1;0;1;0;68.500;1;1;1;2839.950;1;0;Bank transfer (automatic);41;0
GAXQD27181;1;1;1;1;46.000;1;0;1;181.600;0;0;Electronic check;4;1
WFJAI45214;0;0;0;0;25.950;1;1;0;1444.050;2;1;Bank transfer (automatic);56;0
JORSO33364;0;1;0;1;110.450;1;1;2;3655.450;0;1;Electronic check;33;1
WUYWF54852;0;1;0;0;66.400;1;0;1;94.550;0;0;Bank transfer (automatic);2;1
WOZGU88687;0;0;0;0;105.700;1;1;2;2979.500;0;1;Electronic check;28;1
ZGQDF72466;0;0;1;1;54.500;1;0;1;54.500;0;0;Electronic check;1;0
MXRAV29676;1;0;1;0;18.800;1;0;0;18.800;1;0;Mailed check;1;0
ZUIYL45126;0;0;0;1;70.000;1;0;2;153.050;0;0;Bank transfer (automatic);2;1
LTMKD83613;1;1;0;0;74.400;1;1;2;306.600;0;1;Mailed check;4;1
NQBPF26974;0;0;0;0;105.350;1;1;2;3540.650;0;1;Electronic check;34;0
HXFNF68729;1;0;0;1;58.350;1;1;1;3756.450;1;0;Bank transfer (automatic);64;0
PQGDQ23305;1;0;1;0;84.200;1;1;2;4299.750;1;0;Bank transfer (automatic);51;0
BZLHI19307;0;0;0;0;20.350;1;0;0;422.700;1;1;Mailed check;21;0
AANRQ29996;0;0;0;1;71.050;1;0;1;1524.850;2;0;Credit card (automatic);21;0
EFNBM51984;1;1;0;0;90.650;1;0;2;5199.800;1;1;Electronic check;57;0
UPYBR81851;1;0;0;0;75.500;1;1;2;438.000;0;1;Electronic check;6;1
INQIK57805;0;0;0;1;49.400;1;0;1;408.250;0;0;Electronic check;8;0
YBNAK67913;1;0;1;0;25.550;0;2;1;467.850;0;0;Credit card (automatic);18;0
FLJJF59311;1;1;0;0;70.100;1;0;2;467.550;0;1;Mailed check;7;1
FOYAS61315;0;0;0;0;59.600;1;1;1;2094.900;0;1;Electronic check;35;0
TBABQ59855;0;0;0;1;74.750;1;1;1;2282.950;1;0;Mailed check;32;0
IKFSE49987;0;0;0;1;100.450;1;1;2;3096.900;0;0;Electronic check;30;0
SLNIL60758;0;0;0;0;95.100;1;1;2;3691.200;0;1;Credit card (automatic);38;0
BUYWN72798;0;1;0;1;113.200;1;1;2;4689.500;0;1;Electronic check;41;1
IIWKZ53379;1;0;1;0;44.850;0;2;1;1442.600;0;1;Electronic check;34;0
JISKB36055;1;1;0;0;60.000;1;1;1;3316.100;1;0;Credit card (automatic);55;0
WTPYD22678;1;1;0;1;94.000;1;1;2;5438.950;0;0;Credit card (automatic);57;0
UCJHZ67973;1;1;0;1;104.600;1;1;2;6819.450;1;0;Credit card (automatic);66;0
GFZOR27164;1;0;0;0;86.100;1;0;2;3551.650;0;1;Credit card (automatic);43;0
HJZSM53931;1;0;1;1;76.300;1;0;1;2404.150;0;0;Bank transfer (automatic);32;0
XJZRC82037;0;0;0;0;20.250;1;0;0;20.250;0;0;Mailed check;1;0
PSXHK70139;0;0;0;1;80.750;1;1;1;3208.650;1;1;Mailed check;40;0
UXESG53125;0;0;0;1;98.050;1;1;2;3990.600;0;0;Bank transfer (automatic);41;0
EGCBI67418;0;1;0;0;90.500;1;1;2;2595.850;0;1;Credit card (automatic);30;0
IEUXJ62042;0;0;0;1;80.100;1;0;2;217.550;0;0;Credit card (automatic);3;1
BRMMA63532;1;0;1;1;104.100;1;1;2;5645.800;0;1;Bank transfer (automatic);54;0
JMOGN23444;1;0;0;0;94.850;1;0;2;890.600;0;1;Mailed check;9;1
MPJQO20779;1;1;0;0;75.400;1;1;2;533.050;0;1;Electronic check;7;0
TTVAX80913;1;0;0;0;100.350;1;1;2;5681.100;1;0;Credit card (automatic);58;0
RBKER69005;0;0;0;0;89.450;1;1;2;4577.750;2;1;Credit card (automatic);52;0
QBEHW83198;0;0;1;0;39.950;0;2;1;1023.750;1;1;Bank transfer (automatic);26;0
LISIZ98602;0;0;0;1;20.350;1;0;0;673.200;0;0;Mailed check;34;0
XZZQI52068;0;0;0;0;80.600;1;0;2;4348.100;0;1;Mailed check;53;0
OFXHY95298;0;0;0;0;87.750;1;1;2;1242.200;0;1;Bank transfer (automatic);15;0
MIMXW17252;0;0;1;0;19.450;1;0;0;19.450;0;1;Mailed check;1;1
AHJKS43244;0;0;0;1;55.800;1;0;1;300.400;0;0;Credit card (automatic);5;0
TSRRM21333;0;0;1;1;105.350;1;0;2;3688.600;0;1;Bank transfer (automatic);34;0
ZMYOQ28094;0;0;0;1;101.350;1;1;2;3334.900;0;1;Electronic check;32;0
RMHCI40324;1;0;1;1;35.400;0;2;1;1412.400;1;0;Credit card (automatic);41;0
WQJUX84099;0;0;0;1;54.200;0;2;1;1423.150;1;0;Electronic check;25;0
YHDOE15365;1;0;1;0;62.100;1;1;1;1096.650;1;1;Mailed check;17;0
UKVZG11405;0;0;0;1;24.800;1;1;0;475.250;0;0;Mailed check;17;0
BJXIK29872;0;0;0;1;84.700;1;1;1;5991.050;2;0;Mailed check;70;0
NCRDJ36537;1;0;1;0;19.200;1;0;0;776.250;1;1;Mailed check;43;0
CSLBQ93658;0;0;1;0;24.350;1;1;0;1654.600;2;0;Mailed check;71;0
JQAIK82635;0;1;0;0;24.450;0;2;1;47.500;0;1;Mailed check;2;1
SRFEG34527;0;0;0;0;74.600;1;1;2;3720.350;0;1;Bank transfer (automatic);49;0
BEHZK59851;1;1;0;1;105.000;1;1;2;7578.050;1;0;Credit card (automatic);72;0
JCRGJ49935;0;0;0;0;84.300;1;1;2;2281.600;0;1;Mailed check;26;0
KXCGE11333;0;0;0;1;20.100;1;0;0;407.050;1;0;Mailed check;18;0
YYTYI65219;0;0;1;0;93.300;1;1;2;93.300;0;1;Electronic check;1;1
DWPZT61589;1;0;0;0;24.100;0;2;1;259.800;1;0;Bank transfer (automatic);9;1
MRGLV23053;1;0;0;0;76.550;1;0;2;2065.400;0;0;Bank transfer (automatic);28;0
LSCDV72937;1;0;1;1;19.250;1;0;0;1103.250;2;1;Credit card (automatic);60;0
NHPPS29581;0;0;0;0;20.850;1;0;0;473.900;0;0;Electronic check;23;0
KVJFF21548;0;0;0;1;79.750;1;1;2;1111.850;0;1;Electronic check;15;1
YSEZE20384;0;0;0;1;67.450;1;1;1;1801.100;0;0;Mailed check;29;0
TPEUN24185;1;0;1;1;19.800;1;0;0;1119.900;2;1;Credit card (automatic);56;0
HKBQX18776;0;0;0;1;54.600;1;0;1;617.850;1;1;Mailed check;11;0
JJMYL15448;0;0;0;0;69.350;1;0;1;1927.300;1;0;Credit card (automatic);27;0
SXDAG55832;1;0;0;0;70.000;1;0;2;70.000;0;0;Electronic check;1;1
JCOMS86466;1;0;0;1;90.550;1;1;2;6130.950;1;1;Bank transfer (automatic);66;0
QBXKL60488;0;1;0;1;56.550;1;1;1;118.250;0;1;Credit card (automatic);2;0
EXMNO89991;1;0;1;1;20.150;1;0;0;387.700;2;0;Mailed check;19;0
SGYTS62426;1;0;1;0;94.950;1;1;2;5791.850;1;1;Credit card (automatic);62;0
OZDTJ46262;1;0;0;1;78.650;1;1;1;3950.850;1;1;Credit card (automatic);51;0
CSNBY40241;1;0;0;1;94.250;1;1;2;6849.750;2;1;Bank transfer (automatic);72;0
LUEIZ41128;0;0;0;0;89.500;1;0;2;863.100;0;1;Electronic check;10;1
DFGTK62525;1;0;0;1;68.100;1;1;1;2479.250;1;0;Credit card (automatic);37;0
QVIJA44229;0;0;1;1;50.150;1;1;1;1655.350;0;0;Mailed check;35;0
CLTIC77663;0;0;0;1;60.950;1;0;1;629.550;0;1;Mailed check;10;0
SJVJK19344;0;0;0;0;20.150;1;0;0;20.150;0;0;Mailed check;1;1
UMPWX52606;1;0;1;1;20.250;1;0;0;493.950;0;1;Credit card (automatic);26;0
TPNFG42912;1;0;0;0;82.300;1;1;1;5980.550;2;1;Bank transfer (automatic);72;0
AXVYP48036;0;1;0;1;99.550;1;1;2;3734.250;0;1;Electronic check;38;1
CGILN87842;0;0;0;1;99.850;1;1;2;1776.950;0;1;Bank transfer (automatic);18;1
HEPMB91507;0;0;0;0;52.700;1;0;1;3019.700;1;0;Mailed check;56;0
KLJYJ85705;0;0;0;1;54.450;1;1;1;1893.500;1;0;Mailed check;36;0
FOWNV90548;1;0;1;0;88.750;1;1;2;1885.150;0;1;Electronic check;22;0
HUWBM09605;1;0;1;0;104.100;1;1;2;6700.050;2;1;Bank transfer (automatic);65;0
YWTYF11346;1;0;0;0;53.800;1;0;1;1389.850;0;1;Electronic check;27;0
WQZWT30029;0;0;0;1;74.200;1;1;2;1993.250;0;1;Electronic check;29;0
EMUBI26603;0;1;0;0;95.350;1;1;2;898.350;0;1;Electronic check;10;1
GCDPI27868;0;1;0;1;104.950;1;1;2;5222.350;0;1;Electronic check;50;0
FDRHP39145;0;0;0;0;86.250;1;0;2;770.500;0;0;Electronic check;9;0
XFESX02692;1;0;1;0;24.350;1;1;0;538.500;1;0;Mailed check;23;0
ODSGN76195;1;0;1;0;54.750;1;1;1;1338.150;0;0;Electronic check;24;1
WVTQJ20437;1;0;0;0;55.700;1;0;1;55.700;0;0;Mailed check;1;0
RVBPI03849;0;0;0;0;64.400;1;0;1;1398.600;0;0;Credit card (automatic);20;0
XSZPU03789;1;0;0;0;60.300;1;0;1;3563.800;1;0;Credit card (automatic);58;1
GIBVH55298;0;0;0;1;20.150;1;0;0;1046.200;2;0;Mailed check;47;0
OCWHC73221;1;1;0;0;93.050;1;1;2;6735.050;2;1;Bank transfer (automatic);72;0
IJJEG87355;1;0;0;0;50.200;1;0;1;668.850;0;0;Credit card (automatic);14;0
XGRVL80504;1;0;1;1;54.750;1;0;1;3425.350;1;0;Credit card (automatic);62;0
WHAFZ48468;1;1;0;1;76.500;1;1;2;2868.150;0;1;Electronic check;37;1
CQGPN69071;0;0;0;0;34.300;0;2;1;1004.750;0;0;Electronic check;29;0
XGJDU39707;0;0;0;1;19.200;1;0;0;1123.650;2;1;Credit card (automatic);62;0
WUXGY86312;0;0;1;1;99.800;1;0;2;4391.250;0;1;Electronic check;46;0
HKQFK72186;1;0;0;0;94.200;1;0;2;167.500;0;1;Electronic check;2;1
ATMLK62127;0;0;0;1;95.700;1;1;2;4729.750;0;1;Electronic check;50;0
AZYZY86257;1;0;0;0;104.650;1;1;2;2542.450;0;1;Electronic check;24;1
BTPUX77404;1;1;0;0;113.600;1;1;2;6292.700;2;1;Electronic check;55;0
LIHMK88691;0;0;0;1;115.100;1;1;2;7334.050;2;1;Bank transfer (automatic);64;0
UKAAQ49512;0;0;0;1;88.950;1;1;2;355.200;0;1;Electronic check;4;1
JDRDS66249;0;0;0;1;29.450;0;2;1;161.450;0;0;Bank transfer (automatic);6;0
RBGPE05138;1;0;1;0;62.800;1;1;1;2278.750;2;1;Credit card (automatic);37;0
FZSDJ38367;1;1;0;0;24.850;1;1;0;1901.000;2;0;Bank transfer (automatic);71;0
LOPVR13012;1;0;1;0;55.350;0;2;1;1636.950;1;1;Credit card (automatic);29;0
NITWS74792;0;0;0;0;89.350;1;1;2;631.850;0;1;Credit card (automatic);7;1
UUMZW33126;1;0;0;0;98.850;1;1;2;3145.900;0;1;Credit card (automatic);32;0
FUALY00608;1;0;0;1;94.750;1;1;2;5597.650;0;1;Electronic check;59;0
JUUBZ29858;1;0;1;0;74.550;1;1;1;3015.750;0;1;Electronic check;40;0
ETTFF50167;0;0;0;0;29.500;0;2;1;255.250;0;0;Mailed check;10;1
VHJHK19984;0;0;0;1;19.150;1;0;0;501.350;1;0;Mailed check;27;0
TIBLE19255;1;0;0;1;86.500;1;1;2;582.500;0;1;Electronic check;7;1
ZBSLN04851;1;0;1;0;24.750;1;1;0;1715.100;2;0;Credit card (automatic);65;0
QRJSX48172;0;0;0;1;81.000;1;1;2;818.050;0;1;Credit card (automatic);10;1
GNVPL72992;1;0;1;1;84.400;1;0;2;1936.850;0;0;Mailed check;23;0
TSONX09456;1;0;1;1;85.300;1;1;1;4107.250;2;1;Credit card (automatic);47;0
RKMZJ68593;1;0;0;0;55.050;1;0;1;608.150;0;1;Bank transfer (automatic);11;0
JPDFU41779;0;0;0;0;34.000;0;2;1;442.450;0;0;Mailed check;12;0
BBGHE44594;0;0;1;0;44.500;0;2;1;1307.800;0;1;Electronic check;30;0
SGOAK51968;0;0;0;1;75.700;1;0;2;75.700;0;1;Electronic check;1;1
CSITQ01037;1;0;0;1;109.400;1;1;2;6252.700;1;1;Bank transfer (automatic);57;0
SHVZV77272;0;0;0;1;19.500;1;0;0;150.350;0;0;Bank transfer (automatic);9;0
BHKFN26082;0;0;0;1;70.050;1;0;2;266.900;0;1;Credit card (automatic);4;1
IJUDE48601;0;0;0;0;73.750;1;0;2;956.650;0;1;Credit card (automatic);13;0
MPYOD95098;0;0;0;1;20.750;1;0;0;700.450;1;0;Mailed check;35;0
DHBBB38133;1;0;0;0;50.950;0;2;1;3521.700;2;1;Bank transfer (automatic);67;0
OAUPW86724;0;0;1;0;47.850;1;0;1;2356.750;1;0;Credit card (automatic);51;0
KCLHR95646;0;0;0;0;51.250;1;0;1;51.250;0;0;Mailed check;1;1
IOOPU86594;1;0;1;1;100.450;1;1;2;7159.700;2;0;Electronic check;71;0
ZWLGF33128;1;1;0;0;79.300;1;1;2;2414.550;0;1;Electronic check;29;0
ZNYVZ82671;1;0;0;1;103.750;1;0;2;3361.050;1;1;Electronic check;33;1
SQECB03055;0;0;1;1;36.050;0;2;1;402.600;1;1;Mailed check;11;0
WBJNK70189;0;0;1;0;78.300;1;0;2;1033.950;0;1;Credit card (automatic);13;0
NPKBJ89223;1;0;1;0;19.350;1;0;0;867.300;2;0;Mailed check;42;0
ZLUPA74219;0;0;0;1;29.250;0;2;1;226.950;0;1;Mailed check;8;0
SSHFK69821;0;0;0;0;44.400;1;0;1;44.400;0;0;Mailed check;1;1
ZVQPT90316;1;0;0;0;108.200;1;1;2;7840.600;2;1;Electronic check;72;0
SZBHO01783;1;0;1;0;87.200;1;1;2;4017.450;0;0;Electronic check;47;0
GQEAL33707;1;0;1;0;85.450;1;1;2;2509.950;0;0;Electronic check;30;0
WKTTW35844;1;0;0;0;111.550;1;1;2;5720.350;1;1;Electronic check;51;0
ZGQIJ08488;1;0;0;1;94.650;1;0;2;1461.150;0;1;Bank transfer (automatic);16;0
RFVHN61162;1;0;0;1;100.450;1;1;2;3414.650;0;1;Electronic check;34;0
PRWKT52298;0;0;0;0;86.550;1;1;2;649.650;0;1;Electronic check;8;1
ULIXL82379;1;0;0;1;24.850;1;1;0;1871.850;2;0;Credit card (automatic);72;0
ODIYG39153;0;1;0;0;71.750;1;1;1;4374.550;1;1;Electronic check;60;0
XRFQB59142;1;0;0;0;115.800;1;1;2;8424.900;2;1;Bank transfer (automatic);72;0
EPYZR64763;1;0;1;0;20.500;1;0;0;255.500;0;0;Mailed check;12;0
UDMFD21711;1;0;1;0;19.450;1;0;0;674.550;0;1;Credit card (automatic);32;0
NQLDI33514;1;0;1;1;94.350;1;1;2;6341.450;1;1;Credit card (automatic);67;1
LAZFO78388;1;0;0;0;78.800;1;0;1;3597.500;1;0;Bank transfer (automatic);45;0
ZQZNK71312;1;0;1;1;59.850;0;2;1;3590.200;2;0;Credit card (automatic);60;0
OAOVB98227;0;0;0;1;55.450;1;0;1;55.450;0;1;Electronic check;1;0
DNZCE56147;0;0;0;1;64.900;1;0;1;3795.450;2;1;Credit card (automatic);58;0
RQCHR79434;0;0;0;1;94.750;1;1;2;889.900;0;1;Electronic check;9;1
EFJQB98407;0;0;0;1;74.350;1;0;2;74.350;0;0;Electronic check;1;0
RKVSZ70894;1;0;1;0;24.400;1;1;0;203.950;1;0;Mailed check;8;0
XPMCQ29625;0;0;0;0;45.150;1;0;1;98.500;0;1;Electronic check;2;1
WWXKP90812;1;0;1;1;20.250;1;0;0;873.400;2;0;Credit card (automatic);47;0
IHMFT29829;0;1;0;1;74.450;1;1;2;74.450;0;1;Mailed check;1;1
SSVSN30698;0;0;0;1;25.850;0;2;1;25.850;1;0;Mailed check;1;0
SSGAA29687;0;0;0;1;100.600;1;1;2;1060.200;0;1;Electronic check;10;1
TSCIC34176;0;0;0;0;24.850;0;2;1;788.050;1;1;Mailed check;29;0
BRKGK53202;1;0;1;1;75.800;1;1;1;4415.750;2;0;Mailed check;58;0
ZUKID13452;0;0;0;0;19.350;1;0;0;324.800;1;0;Mailed check;14;0
EKNGL07501;0;0;0;0;20.750;1;0;0;141.100;0;0;Mailed check;7;0
IIXLY56856;1;0;1;1;83.600;1;0;2;404.200;0;1;Electronic check;5;1
VRYBW05165;0;0;1;1;20.150;1;0;0;390.850;1;0;Bank transfer (automatic);18;1
QJOEE10697;1;0;1;0;19.900;1;0;0;505.450;1;0;Electronic check;25;0
AKMAS31744;1;0;0;1;64.200;1;0;1;3009.500;2;1;Credit card (automatic);46;0
NHRJK22072;0;0;0;0;50.800;1;0;1;50.800;0;0;Electronic check;1;1
GDISB06238;0;0;0;1;48.450;1;0;1;48.450;0;1;Bank transfer (automatic);1;0
WELNY75707;1;0;0;1;84.700;1;1;2;5711.050;2;1;Bank transfer (automatic);68;0
OOYZZ69549;1;0;0;0;44.350;1;0;1;768.050;0;1;Bank transfer (automatic);18;0
JDSSB64966;0;0;0;1;80.000;1;0;2;624.600;0;1;Bank transfer (automatic);8;0
FLVQC26164;0;0;0;0;19.550;1;0;0;1240.150;2;0;Mailed check;64;0
TCHJW28651;0;1;0;1;89.200;1;1;2;346.200;0;1;Electronic check;4;1
VJLCL46715;0;0;0;1;79.850;1;1;1;4861.450;2;1;Credit card (automatic);63;0
